"W1" "W2" "W3" "W4"
"47232" 0.36 0.11 0.13 0.4
"47233" 0.36 0.11 0.12 0.41
"47234" 0.36 0.11 0.11 0.42
"47235" 0.36 0.11 0.1 0.43
"47236" 0.36 0.11 0.09 0.44
"47237" 0.36 0.11 0.08 0.45
"47238" 0.36 0.11 0.07 0.46
"47239" 0.36 0.11 0.06 0.47
"47240" 0.36 0.11 0.05 0.48
"47241" 0.36 0.11 0.04 0.49
"47242" 0.36 0.11 0.03 0.5
"47243" 0.36 0.11 0.02 0.51
"47244" 0.36 0.11 0.01 0.52
"47245" 0.36 0.11 0 0.53
"47246" 0.36 0.1 0.54 0
"47247" 0.36 0.1 0.53 0.01
"47248" 0.36 0.1 0.52 0.02
"47249" 0.36 0.1 0.51 0.03
"47250" 0.36 0.1 0.5 0.04
"47251" 0.36 0.1 0.49 0.05
"47252" 0.36 0.1 0.48 0.06
"47253" 0.36 0.1 0.47 0.07
"47254" 0.36 0.1 0.46 0.08
"47255" 0.36 0.1 0.45 0.09
"47256" 0.36 0.1 0.44 0.1
"47257" 0.36 0.1 0.43 0.11
"47258" 0.36 0.1 0.42 0.12
"47259" 0.36 0.1 0.41 0.13
"47260" 0.36 0.1 0.4 0.14
"47261" 0.36 0.1 0.39 0.15
"47262" 0.36 0.1 0.38 0.16
"47263" 0.36 0.1 0.37 0.17
"47264" 0.36 0.1 0.36 0.18
"47265" 0.36 0.1 0.35 0.19
"47266" 0.36 0.1 0.34 0.2
"47267" 0.36 0.1 0.33 0.21
"47268" 0.36 0.1 0.32 0.22
"47269" 0.36 0.1 0.31 0.23
"47270" 0.36 0.1 0.3 0.24
"47271" 0.36 0.1 0.29 0.25
"47272" 0.36 0.1 0.28 0.26
"47273" 0.36 0.1 0.27 0.27
"47274" 0.36 0.1 0.26 0.28
"47275" 0.36 0.1 0.25 0.29
"47276" 0.36 0.1 0.24 0.3
"47277" 0.36 0.1 0.23 0.31
"47278" 0.36 0.1 0.22 0.32
"47279" 0.36 0.1 0.21 0.33
"47280" 0.36 0.1 0.2 0.34
"47281" 0.36 0.1 0.19 0.35
"47282" 0.36 0.1 0.18 0.36
"47283" 0.36 0.1 0.17 0.37
"47284" 0.36 0.1 0.16 0.38
"47285" 0.36 0.1 0.15 0.39
"47286" 0.36 0.1 0.14 0.4
"47287" 0.36 0.1 0.13 0.41
"47288" 0.36 0.1 0.12 0.42
"47289" 0.36 0.1 0.11 0.43
"47290" 0.36 0.1 0.1 0.44
"47291" 0.36 0.1 0.09 0.45
"47292" 0.36 0.1 0.08 0.46
"47293" 0.36 0.1 0.07 0.47
"47294" 0.36 0.1 0.06 0.48
"47295" 0.36 0.1 0.05 0.49
"47296" 0.36 0.1 0.04 0.5
"47297" 0.36 0.1 0.03 0.51
"47298" 0.36 0.1 0.02 0.52
"47299" 0.36 0.1 0.01 0.53
"47300" 0.36 0.1 0 0.54
"47301" 0.36 0.09 0.55 0
"47302" 0.36 0.09 0.54 0.01
"47303" 0.36 0.09 0.53 0.02
"47304" 0.36 0.09 0.52 0.03
"47305" 0.36 0.09 0.51 0.04
"47306" 0.36 0.09 0.5 0.05
"47307" 0.36 0.09 0.49 0.06
"47308" 0.36 0.09 0.48 0.07
"47309" 0.36 0.09 0.47 0.08
"47310" 0.36 0.09 0.46 0.09
"47311" 0.36 0.09 0.45 0.1
"47312" 0.36 0.09 0.44 0.11
"47313" 0.36 0.09 0.43 0.12
"47314" 0.36 0.09 0.42 0.13
"47315" 0.36 0.09 0.41 0.14
"47316" 0.36 0.09 0.4 0.15
"47317" 0.36 0.09 0.39 0.16
"47318" 0.36 0.09 0.38 0.17
"47319" 0.36 0.09 0.37 0.18
"47320" 0.36 0.09 0.36 0.19
"47321" 0.36 0.09 0.35 0.2
"47322" 0.36 0.09 0.34 0.21
"47323" 0.36 0.09 0.33 0.22
"47324" 0.36 0.09 0.32 0.23
"47325" 0.36 0.09 0.31 0.24
"47326" 0.36 0.09 0.3 0.25
"47327" 0.36 0.09 0.29 0.26
"47328" 0.36 0.09 0.28 0.27
"47329" 0.36 0.09 0.27 0.28
"47330" 0.36 0.09 0.26 0.29
"47331" 0.36 0.09 0.25 0.3
"47332" 0.36 0.09 0.24 0.31
"47333" 0.36 0.09 0.23 0.32
"47334" 0.36 0.09 0.22 0.33
"47335" 0.36 0.09 0.21 0.34
"47336" 0.36 0.09 0.2 0.35
"47337" 0.36 0.09 0.19 0.36
"47338" 0.36 0.09 0.18 0.37
"47339" 0.36 0.09 0.17 0.38
"47340" 0.36 0.09 0.16 0.39
"47341" 0.36 0.09 0.15 0.4
"47342" 0.36 0.09 0.14 0.41
"47343" 0.36 0.09 0.13 0.42
"47344" 0.36 0.09 0.12 0.43
"47345" 0.36 0.09 0.11 0.44
"47346" 0.36 0.09 0.1 0.45
"47347" 0.36 0.09 0.09 0.46
"47348" 0.36 0.09 0.08 0.47
"47349" 0.36 0.09 0.07 0.48
"47350" 0.36 0.09 0.06 0.49
"47351" 0.36 0.09 0.05 0.5
"47352" 0.36 0.09 0.04 0.51
"47353" 0.36 0.09 0.03 0.52
"47354" 0.36 0.09 0.02 0.53
"47355" 0.36 0.09 0.01 0.54
"47356" 0.36 0.09 0 0.55
"47357" 0.36 0.08 0.56 0
"47358" 0.36 0.08 0.55 0.01
"47359" 0.36 0.08 0.54 0.02
"47360" 0.36 0.08 0.53 0.03
"47361" 0.36 0.08 0.52 0.04
"47362" 0.36 0.08 0.51 0.05
"47363" 0.36 0.08 0.5 0.06
"47364" 0.36 0.08 0.49 0.07
"47365" 0.36 0.08 0.48 0.08
"47366" 0.36 0.08 0.47 0.09
"47367" 0.36 0.08 0.46 0.1
"47368" 0.36 0.08 0.45 0.11
"47369" 0.36 0.08 0.44 0.12
"47370" 0.36 0.08 0.43 0.13
"47371" 0.36 0.08 0.42 0.14
"47372" 0.36 0.08 0.41 0.15
"47373" 0.36 0.08 0.4 0.16
"47374" 0.36 0.08 0.39 0.17
"47375" 0.36 0.08 0.38 0.18
"47376" 0.36 0.08 0.37 0.19
"47377" 0.36 0.08 0.36 0.2
"47378" 0.36 0.08 0.35 0.21
"47379" 0.36 0.08 0.34 0.22
"47380" 0.36 0.08 0.33 0.23
"47381" 0.36 0.08 0.32 0.24
"47382" 0.36 0.08 0.31 0.25
"47383" 0.36 0.08 0.3 0.26
"47384" 0.36 0.08 0.29 0.27
"47385" 0.36 0.08 0.28 0.28
"47386" 0.36 0.08 0.27 0.29
"47387" 0.36 0.08 0.26 0.3
"47388" 0.36 0.08 0.25 0.31
"47389" 0.36 0.08 0.24 0.32
"47390" 0.36 0.08 0.23 0.33
"47391" 0.36 0.08 0.22 0.34
"47392" 0.36 0.08 0.21 0.35
"47393" 0.36 0.08 0.2 0.36
"47394" 0.36 0.08 0.19 0.37
"47395" 0.36 0.08 0.18 0.38
"47396" 0.36 0.08 0.17 0.39
"47397" 0.36 0.08 0.16 0.4
"47398" 0.36 0.08 0.15 0.41
"47399" 0.36 0.08 0.14 0.42
"47400" 0.36 0.08 0.13 0.43
"47401" 0.36 0.08 0.12 0.44
"47402" 0.36 0.08 0.11 0.45
"47403" 0.36 0.08 0.1 0.46
"47404" 0.36 0.08 0.09 0.47
"47405" 0.36 0.08 0.08 0.48
"47406" 0.36 0.08 0.07 0.49
"47407" 0.36 0.08 0.06 0.5
"47408" 0.36 0.08 0.05 0.51
"47409" 0.36 0.08 0.04 0.52
"47410" 0.36 0.08 0.03 0.53
"47411" 0.36 0.08 0.02 0.54
"47412" 0.36 0.08 0.01 0.55
"47413" 0.36 0.08 0 0.56
"47414" 0.36 0.07 0.57 0
"47415" 0.36 0.07 0.56 0.01
"47416" 0.36 0.07 0.55 0.02
"47417" 0.36 0.07 0.54 0.03
"47418" 0.36 0.07 0.53 0.04
"47419" 0.36 0.07 0.52 0.05
"47420" 0.36 0.07 0.51 0.06
"47421" 0.36 0.07 0.5 0.07
"47422" 0.36 0.07 0.49 0.08
"47423" 0.36 0.07 0.48 0.09
"47424" 0.36 0.07 0.47 0.1
"47425" 0.36 0.07 0.46 0.11
"47426" 0.36 0.07 0.45 0.12
"47427" 0.36 0.07 0.44 0.13
"47428" 0.36 0.07 0.43 0.14
"47429" 0.36 0.07 0.42 0.15
"47430" 0.36 0.07 0.41 0.16
"47431" 0.36 0.07 0.4 0.17
"47432" 0.36 0.07 0.39 0.18
"47433" 0.36 0.07 0.38 0.19
"47434" 0.36 0.07 0.37 0.2
"47435" 0.36 0.07 0.36 0.21
"47436" 0.36 0.07 0.35 0.22
"47437" 0.36 0.07 0.34 0.23
"47438" 0.36 0.07 0.33 0.24
"47439" 0.36 0.07 0.32 0.25
"47440" 0.36 0.07 0.31 0.26
"47441" 0.36 0.07 0.3 0.27
"47442" 0.36 0.07 0.29 0.28
"47443" 0.36 0.07 0.28 0.29
"47444" 0.36 0.07 0.27 0.3
"47445" 0.36 0.07 0.26 0.31
"47446" 0.36 0.07 0.25 0.32
"47447" 0.36 0.07 0.24 0.33
"47448" 0.36 0.07 0.23 0.34
"47449" 0.36 0.07 0.22 0.35
"47450" 0.36 0.07 0.21 0.36
"47451" 0.36 0.07 0.2 0.37
"47452" 0.36 0.07 0.19 0.38
"47453" 0.36 0.07 0.18 0.39
"47454" 0.36 0.07 0.17 0.4
"47455" 0.36 0.07 0.16 0.41
"47456" 0.36 0.07 0.15 0.42
"47457" 0.36 0.07 0.14 0.43
"47458" 0.36 0.07 0.13 0.44
"47459" 0.36 0.07 0.12 0.45
"47460" 0.36 0.07 0.11 0.46
"47461" 0.36 0.07 0.1 0.47
"47462" 0.36 0.07 0.09 0.48
"47463" 0.36 0.07 0.08 0.49
"47464" 0.36 0.07 0.07 0.5
"47465" 0.36 0.07 0.06 0.51
"47466" 0.36 0.07 0.05 0.52
"47467" 0.36 0.07 0.04 0.53
"47468" 0.36 0.07 0.03 0.54
"47469" 0.36 0.07 0.02 0.55
"47470" 0.36 0.07 0.01 0.56
"47471" 0.36 0.07 0 0.57
"47472" 0.36 0.06 0.58 0
"47473" 0.36 0.06 0.57 0.01
"47474" 0.36 0.06 0.56 0.02
"47475" 0.36 0.06 0.55 0.03
"47476" 0.36 0.06 0.54 0.04
"47477" 0.36 0.06 0.53 0.05
"47478" 0.36 0.06 0.52 0.06
"47479" 0.36 0.06 0.51 0.07
"47480" 0.36 0.06 0.5 0.08
"47481" 0.36 0.06 0.49 0.09
"47482" 0.36 0.06 0.48 0.1
"47483" 0.36 0.06 0.47 0.11
"47484" 0.36 0.06 0.46 0.12
"47485" 0.36 0.06 0.45 0.13
"47486" 0.36 0.06 0.44 0.14
"47487" 0.36 0.06 0.43 0.15
"47488" 0.36 0.06 0.42 0.16
"47489" 0.36 0.06 0.41 0.17
"47490" 0.36 0.06 0.4 0.18
"47491" 0.36 0.06 0.39 0.19
"47492" 0.36 0.06 0.38 0.2
"47493" 0.36 0.06 0.37 0.21
"47494" 0.36 0.06 0.36 0.22
"47495" 0.36 0.06 0.35 0.23
"47496" 0.36 0.06 0.34 0.24
"47497" 0.36 0.06 0.33 0.25
"47498" 0.36 0.06 0.32 0.26
"47499" 0.36 0.06 0.31 0.27
"47500" 0.36 0.06 0.3 0.28
"47501" 0.36 0.06 0.29 0.29
"47502" 0.36 0.06 0.28 0.3
"47503" 0.36 0.06 0.27 0.31
"47504" 0.36 0.06 0.26 0.32
"47505" 0.36 0.06 0.25 0.33
"47506" 0.36 0.06 0.24 0.34
"47507" 0.36 0.06 0.23 0.35
"47508" 0.36 0.06 0.22 0.36
"47509" 0.36 0.06 0.21 0.37
"47510" 0.36 0.06 0.2 0.38
"47511" 0.36 0.06 0.19 0.39
"47512" 0.36 0.06 0.18 0.4
"47513" 0.36 0.06 0.17 0.41
"47514" 0.36 0.06 0.16 0.42
"47515" 0.36 0.06 0.15 0.43
"47516" 0.36 0.06 0.14 0.44
"47517" 0.36 0.06 0.13 0.45
"47518" 0.36 0.06 0.12 0.46
"47519" 0.36 0.06 0.11 0.47
"47520" 0.36 0.06 0.1 0.48
"47521" 0.36 0.06 0.09 0.49
"47522" 0.36 0.06 0.08 0.5
"47523" 0.36 0.06 0.07 0.51
"47524" 0.36 0.06 0.06 0.52
"47525" 0.36 0.06 0.05 0.53
"47526" 0.36 0.06 0.04 0.54
"47527" 0.36 0.06 0.03 0.55
"47528" 0.36 0.06 0.02 0.56
"47529" 0.36 0.06 0.01 0.57
"47530" 0.36 0.06 0 0.58
"47531" 0.36 0.05 0.59 0
"47532" 0.36 0.05 0.58 0.01
"47533" 0.36 0.05 0.57 0.02
"47534" 0.36 0.05 0.56 0.03
"47535" 0.36 0.05 0.55 0.04
"47536" 0.36 0.05 0.54 0.05
"47537" 0.36 0.05 0.53 0.06
"47538" 0.36 0.05 0.52 0.07
"47539" 0.36 0.05 0.51 0.08
"47540" 0.36 0.05 0.5 0.09
"47541" 0.36 0.05 0.49 0.1
"47542" 0.36 0.05 0.48 0.11
"47543" 0.36 0.05 0.47 0.12
"47544" 0.36 0.05 0.46 0.13
"47545" 0.36 0.05 0.45 0.14
"47546" 0.36 0.05 0.44 0.15
"47547" 0.36 0.05 0.43 0.16
"47548" 0.36 0.05 0.42 0.17
"47549" 0.36 0.05 0.41 0.18
"47550" 0.36 0.05 0.4 0.19
"47551" 0.36 0.05 0.39 0.2
"47552" 0.36 0.05 0.38 0.21
"47553" 0.36 0.05 0.37 0.22
"47554" 0.36 0.05 0.36 0.23
"47555" 0.36 0.05 0.35 0.24
"47556" 0.36 0.05 0.34 0.25
"47557" 0.36 0.05 0.33 0.26
"47558" 0.36 0.05 0.32 0.27
"47559" 0.36 0.05 0.31 0.28
"47560" 0.36 0.05 0.3 0.29
"47561" 0.36 0.05 0.29 0.3
"47562" 0.36 0.05 0.28 0.31
"47563" 0.36 0.05 0.27 0.32
"47564" 0.36 0.05 0.26 0.33
"47565" 0.36 0.05 0.25 0.34
"47566" 0.36 0.05 0.24 0.35
"47567" 0.36 0.05 0.23 0.36
"47568" 0.36 0.05 0.22 0.37
"47569" 0.36 0.05 0.21 0.38
"47570" 0.36 0.05 0.2 0.39
"47571" 0.36 0.05 0.19 0.4
"47572" 0.36 0.05 0.18 0.41
"47573" 0.36 0.05 0.17 0.42
"47574" 0.36 0.05 0.16 0.43
"47575" 0.36 0.05 0.15 0.44
"47576" 0.36 0.05 0.14 0.45
"47577" 0.36 0.05 0.13 0.46
"47578" 0.36 0.05 0.12 0.47
"47579" 0.36 0.05 0.11 0.48
"47580" 0.36 0.05 0.1 0.49
"47581" 0.36 0.05 0.09 0.5
"47582" 0.36 0.05 0.08 0.51
"47583" 0.36 0.05 0.07 0.52
"47584" 0.36 0.05 0.06 0.53
"47585" 0.36 0.05 0.05 0.54
"47586" 0.36 0.05 0.04 0.55
"47587" 0.36 0.05 0.03 0.56
"47588" 0.36 0.05 0.02 0.57
"47589" 0.36 0.05 0.01 0.58
"47590" 0.36 0.05 0 0.59
"47591" 0.36 0.04 0.6 0
"47592" 0.36 0.04 0.59 0.01
"47593" 0.36 0.04 0.58 0.02
"47594" 0.36 0.04 0.57 0.03
"47595" 0.36 0.04 0.56 0.04
"47596" 0.36 0.04 0.55 0.05
"47597" 0.36 0.04 0.54 0.06
"47598" 0.36 0.04 0.53 0.07
"47599" 0.36 0.04 0.52 0.08
"47600" 0.36 0.04 0.51 0.09
"47601" 0.36 0.04 0.5 0.1
"47602" 0.36 0.04 0.49 0.11
"47603" 0.36 0.04 0.48 0.12
"47604" 0.36 0.04 0.47 0.13
"47605" 0.36 0.04 0.46 0.14
"47606" 0.36 0.04 0.45 0.15
"47607" 0.36 0.04 0.44 0.16
"47608" 0.36 0.04 0.43 0.17
"47609" 0.36 0.04 0.42 0.18
"47610" 0.36 0.04 0.41 0.19
"47611" 0.36 0.04 0.4 0.2
"47612" 0.36 0.04 0.39 0.21
"47613" 0.36 0.04 0.38 0.22
"47614" 0.36 0.04 0.37 0.23
"47615" 0.36 0.04 0.36 0.24
"47616" 0.36 0.04 0.35 0.25
"47617" 0.36 0.04 0.34 0.26
"47618" 0.36 0.04 0.33 0.27
"47619" 0.36 0.04 0.32 0.28
"47620" 0.36 0.04 0.31 0.29
"47621" 0.36 0.04 0.3 0.3
"47622" 0.36 0.04 0.29 0.31
"47623" 0.36 0.04 0.28 0.32
"47624" 0.36 0.04 0.27 0.33
"47625" 0.36 0.04 0.26 0.34
"47626" 0.36 0.04 0.25 0.35
"47627" 0.36 0.04 0.24 0.36
"47628" 0.36 0.04 0.23 0.37
"47629" 0.36 0.04 0.22 0.38
"47630" 0.36 0.04 0.21 0.39
"47631" 0.36 0.04 0.2 0.4
"47632" 0.36 0.04 0.19 0.41
"47633" 0.36 0.04 0.18 0.42
"47634" 0.36 0.04 0.17 0.43
"47635" 0.36 0.04 0.16 0.44
"47636" 0.36 0.04 0.15 0.45
"47637" 0.36 0.04 0.14 0.46
"47638" 0.36 0.04 0.13 0.47
"47639" 0.36 0.04 0.12 0.48
"47640" 0.36 0.04 0.11 0.49
"47641" 0.36 0.04 0.1 0.5
"47642" 0.36 0.04 0.09 0.51
"47643" 0.36 0.04 0.08 0.52
"47644" 0.36 0.04 0.07 0.53
"47645" 0.36 0.04 0.06 0.54
"47646" 0.36 0.04 0.05 0.55
"47647" 0.36 0.04 0.04 0.56
"47648" 0.36 0.04 0.03 0.57
"47649" 0.36 0.04 0.02 0.58
"47650" 0.36 0.04 0.01 0.59
"47651" 0.36 0.04 0 0.6
"47652" 0.36 0.03 0.61 0
"47653" 0.36 0.03 0.6 0.01
"47654" 0.36 0.03 0.59 0.02
"47655" 0.36 0.03 0.58 0.03
"47656" 0.36 0.03 0.57 0.04
"47657" 0.36 0.03 0.56 0.05
"47658" 0.36 0.03 0.55 0.06
"47659" 0.36 0.03 0.54 0.07
"47660" 0.36 0.03 0.53 0.08
"47661" 0.36 0.03 0.52 0.09
"47662" 0.36 0.03 0.51 0.1
"47663" 0.36 0.03 0.5 0.11
"47664" 0.36 0.03 0.49 0.12
"47665" 0.36 0.03 0.48 0.13
"47666" 0.36 0.03 0.47 0.14
"47667" 0.36 0.03 0.46 0.15
"47668" 0.36 0.03 0.45 0.16
"47669" 0.36 0.03 0.44 0.17
"47670" 0.36 0.03 0.43 0.18
"47671" 0.36 0.03 0.42 0.19
"47672" 0.36 0.03 0.41 0.2
"47673" 0.36 0.03 0.4 0.21
"47674" 0.36 0.03 0.39 0.22
"47675" 0.36 0.03 0.38 0.23
"47676" 0.36 0.03 0.37 0.24
"47677" 0.36 0.03 0.36 0.25
"47678" 0.36 0.03 0.35 0.26
"47679" 0.36 0.03 0.34 0.27
"47680" 0.36 0.03 0.33 0.28
"47681" 0.36 0.03 0.32 0.29
"47682" 0.36 0.03 0.31 0.3
"47683" 0.36 0.03 0.3 0.31
"47684" 0.36 0.03 0.29 0.32
"47685" 0.36 0.03 0.28 0.33
"47686" 0.36 0.03 0.27 0.34
"47687" 0.36 0.03 0.26 0.35
"47688" 0.36 0.03 0.25 0.36
"47689" 0.36 0.03 0.24 0.37
"47690" 0.36 0.03 0.23 0.38
"47691" 0.36 0.03 0.22 0.39
"47692" 0.36 0.03 0.21 0.4
"47693" 0.36 0.03 0.2 0.41
"47694" 0.36 0.03 0.19 0.42
"47695" 0.36 0.03 0.18 0.43
"47696" 0.36 0.03 0.17 0.44
"47697" 0.36 0.03 0.16 0.45
"47698" 0.36 0.03 0.15 0.46
"47699" 0.36 0.03 0.14 0.47
"47700" 0.36 0.03 0.13 0.48
"47701" 0.36 0.03 0.12 0.49
"47702" 0.36 0.03 0.11 0.5
"47703" 0.36 0.03 0.1 0.51
"47704" 0.36 0.03 0.09 0.52
"47705" 0.36 0.03 0.08 0.53
"47706" 0.36 0.03 0.07 0.54
"47707" 0.36 0.03 0.06 0.55
"47708" 0.36 0.03 0.05 0.56
"47709" 0.36 0.03 0.04 0.57
"47710" 0.36 0.03 0.03 0.58
"47711" 0.36 0.03 0.02 0.59
"47712" 0.36 0.03 0.01 0.6
"47713" 0.36 0.03 0 0.61
"47714" 0.36 0.02 0.62 0
"47715" 0.36 0.02 0.61 0.01
"47716" 0.36 0.02 0.6 0.02
"47717" 0.36 0.02 0.59 0.03
"47718" 0.36 0.02 0.58 0.04
"47719" 0.36 0.02 0.57 0.05
"47720" 0.36 0.02 0.56 0.06
"47721" 0.36 0.02 0.55 0.07
"47722" 0.36 0.02 0.54 0.08
"47723" 0.36 0.02 0.53 0.09
"47724" 0.36 0.02 0.52 0.1
"47725" 0.36 0.02 0.51 0.11
"47726" 0.36 0.02 0.5 0.12
"47727" 0.36 0.02 0.49 0.13
"47728" 0.36 0.02 0.48 0.14
"47729" 0.36 0.02 0.47 0.15
"47730" 0.36 0.02 0.46 0.16
"47731" 0.36 0.02 0.45 0.17
"47732" 0.36 0.02 0.44 0.18
"47733" 0.36 0.02 0.43 0.19
"47734" 0.36 0.02 0.42 0.2
"47735" 0.36 0.02 0.41 0.21
"47736" 0.36 0.02 0.4 0.22
"47737" 0.36 0.02 0.39 0.23
"47738" 0.36 0.02 0.38 0.24
"47739" 0.36 0.02 0.37 0.25
"47740" 0.36 0.02 0.36 0.26
"47741" 0.36 0.02 0.35 0.27
"47742" 0.36 0.02 0.34 0.28
"47743" 0.36 0.02 0.33 0.29
"47744" 0.36 0.02 0.32 0.3
"47745" 0.36 0.02 0.31 0.31
"47746" 0.36 0.02 0.3 0.32
"47747" 0.36 0.02 0.29 0.33
"47748" 0.36 0.02 0.28 0.34
"47749" 0.36 0.02 0.27 0.35
"47750" 0.36 0.02 0.26 0.36
"47751" 0.36 0.02 0.25 0.37
"47752" 0.36 0.02 0.24 0.38
"47753" 0.36 0.02 0.23 0.39
"47754" 0.36 0.02 0.22 0.4
"47755" 0.36 0.02 0.21 0.41
"47756" 0.36 0.02 0.2 0.42
"47757" 0.36 0.02 0.19 0.43
"47758" 0.36 0.02 0.18 0.44
"47759" 0.36 0.02 0.17 0.45
"47760" 0.36 0.02 0.16 0.46
"47761" 0.36 0.02 0.15 0.47
"47762" 0.36 0.02 0.14 0.48
"47763" 0.36 0.02 0.13 0.49
"47764" 0.36 0.02 0.12 0.5
"47765" 0.36 0.02 0.11 0.51
"47766" 0.36 0.02 0.1 0.52
"47767" 0.36 0.02 0.09 0.53
"47768" 0.36 0.02 0.08 0.54
"47769" 0.36 0.02 0.07 0.55
"47770" 0.36 0.02 0.06 0.56
"47771" 0.36 0.02 0.05 0.57
"47772" 0.36 0.02 0.04 0.58
"47773" 0.36 0.02 0.03 0.59
"47774" 0.36 0.02 0.02 0.6
"47775" 0.36 0.02 0.01 0.61
"47776" 0.36 0.02 0 0.62
"47777" 0.36 0.01 0.63 0
"47778" 0.36 0.01 0.62 0.01
"47779" 0.36 0.01 0.61 0.02
"47780" 0.36 0.01 0.6 0.03
"47781" 0.36 0.01 0.59 0.04
"47782" 0.36 0.01 0.58 0.05
"47783" 0.36 0.01 0.57 0.06
"47784" 0.36 0.01 0.56 0.07
"47785" 0.36 0.01 0.55 0.08
"47786" 0.36 0.01 0.54 0.09
"47787" 0.36 0.01 0.53 0.1
"47788" 0.36 0.01 0.52 0.11
"47789" 0.36 0.01 0.51 0.12
"47790" 0.36 0.01 0.5 0.13
"47791" 0.36 0.01 0.49 0.14
"47792" 0.36 0.01 0.48 0.15
"47793" 0.36 0.01 0.47 0.16
"47794" 0.36 0.01 0.46 0.17
"47795" 0.36 0.01 0.45 0.18
"47796" 0.36 0.01 0.44 0.19
"47797" 0.36 0.01 0.43 0.2
"47798" 0.36 0.01 0.42 0.21
"47799" 0.36 0.01 0.41 0.22
"47800" 0.36 0.01 0.4 0.23
"47801" 0.36 0.01 0.39 0.24
"47802" 0.36 0.01 0.38 0.25
"47803" 0.36 0.01 0.37 0.26
"47804" 0.36 0.01 0.36 0.27
"47805" 0.36 0.01 0.35 0.28
"47806" 0.36 0.01 0.34 0.29
"47807" 0.36 0.01 0.33 0.3
"47808" 0.36 0.01 0.32 0.31
"47809" 0.36 0.01 0.31 0.32
"47810" 0.36 0.01 0.3 0.33
"47811" 0.36 0.01 0.29 0.34
"47812" 0.36 0.01 0.28 0.35
"47813" 0.36 0.01 0.27 0.36
"47814" 0.36 0.01 0.26 0.37
"47815" 0.36 0.01 0.25 0.38
"47816" 0.36 0.01 0.24 0.39
"47817" 0.36 0.01 0.23 0.4
"47818" 0.36 0.01 0.22 0.41
"47819" 0.36 0.01 0.21 0.42
"47820" 0.36 0.01 0.2 0.43
"47821" 0.36 0.01 0.19 0.44
"47822" 0.36 0.01 0.18 0.45
"47823" 0.36 0.01 0.17 0.46
"47824" 0.36 0.01 0.16 0.47
"47825" 0.36 0.01 0.15 0.48
"47826" 0.36 0.01 0.14 0.49
"47827" 0.36 0.01 0.13 0.5
"47828" 0.36 0.01 0.12 0.51
"47829" 0.36 0.01 0.11 0.52
"47830" 0.36 0.01 0.1 0.53
"47831" 0.36 0.01 0.09 0.54
"47832" 0.36 0.01 0.08 0.55
"47833" 0.36 0.01 0.07 0.56
"47834" 0.36 0.01 0.06 0.57
"47835" 0.36 0.01 0.05 0.58
"47836" 0.36 0.01 0.04 0.59
"47837" 0.36 0.01 0.03 0.6
"47838" 0.36 0.01 0.02 0.61
"47839" 0.36 0.01 0.01 0.62
"47840" 0.36 0.01 0 0.63
"47841" 0.36 0 0.64 0
"47842" 0.36 0 0.63 0.01
"47843" 0.36 0 0.62 0.02
"47844" 0.36 0 0.61 0.03
"47845" 0.36 0 0.6 0.04
"47846" 0.36 0 0.59 0.05
"47847" 0.36 0 0.58 0.06
"47848" 0.36 0 0.57 0.07
"47849" 0.36 0 0.56 0.08
"47850" 0.36 0 0.55 0.09
"47851" 0.36 0 0.54 0.1
"47852" 0.36 0 0.53 0.11
"47853" 0.36 0 0.52 0.12
"47854" 0.36 0 0.51 0.13
"47855" 0.36 0 0.5 0.14
"47856" 0.36 0 0.49 0.15
"47857" 0.36 0 0.48 0.16
"47858" 0.36 0 0.47 0.17
"47859" 0.36 0 0.46 0.18
"47860" 0.36 0 0.45 0.19
"47861" 0.36 0 0.44 0.2
"47862" 0.36 0 0.43 0.21
"47863" 0.36 0 0.42 0.22
"47864" 0.36 0 0.41 0.23
"47865" 0.36 0 0.4 0.24
"47866" 0.36 0 0.39 0.25
"47867" 0.36 0 0.38 0.26
"47868" 0.36 0 0.37 0.27
"47869" 0.36 0 0.36 0.28
"47870" 0.36 0 0.35 0.29
"47871" 0.36 0 0.34 0.3
"47872" 0.36 0 0.33 0.31
"47873" 0.36 0 0.32 0.32
"47874" 0.36 0 0.31 0.33
"47875" 0.36 0 0.3 0.34
"47876" 0.36 0 0.29 0.35
"47877" 0.36 0 0.28 0.36
"47878" 0.36 0 0.27 0.37
"47879" 0.36 0 0.26 0.38
"47880" 0.36 0 0.25 0.39
"47881" 0.36 0 0.24 0.4
"47882" 0.36 0 0.23 0.41
"47883" 0.36 0 0.22 0.42
"47884" 0.36 0 0.21 0.43
"47885" 0.36 0 0.2 0.44
"47886" 0.36 0 0.19 0.45
"47887" 0.36 0 0.18 0.46
"47888" 0.36 0 0.17 0.47
"47889" 0.36 0 0.16 0.48
"47890" 0.36 0 0.15 0.49
"47891" 0.36 0 0.14 0.5
"47892" 0.36 0 0.13 0.51
"47893" 0.36 0 0.12 0.52
"47894" 0.36 0 0.11 0.53
"47895" 0.36 0 0.1 0.54
"47896" 0.36 0 0.09 0.55
"47897" 0.36 0 0.08 0.56
"47898" 0.36 0 0.07 0.57
"47899" 0.36 0 0.06 0.58
"47900" 0.36 0 0.05 0.59
"47901" 0.36 0 0.04 0.6
"47902" 0.36 0 0.03 0.61
"47903" 0.36 0 0.02 0.62
"47904" 0.36 0 0.01 0.63
"47905" 0.36 0 0 0.64
