"W1" "W2" "W3" "W4"
"141682" 0.07 0.13 0.54 0.26
"141683" 0.07 0.13 0.53 0.27
"141684" 0.07 0.13 0.52 0.28
"141685" 0.07 0.13 0.51 0.29
"141686" 0.07 0.13 0.5 0.3
"141687" 0.07 0.13 0.49 0.31
"141688" 0.07 0.13 0.48 0.32
"141689" 0.07 0.13 0.47 0.33
"141690" 0.07 0.13 0.46 0.34
"141691" 0.07 0.13 0.45 0.35
"141692" 0.07 0.13 0.44 0.36
"141693" 0.07 0.13 0.43 0.37
"141694" 0.07 0.13 0.42 0.38
"141695" 0.07 0.13 0.41 0.39
"141696" 0.07 0.13 0.4 0.4
"141697" 0.07 0.13 0.39 0.41
"141698" 0.07 0.13 0.38 0.42
"141699" 0.07 0.13 0.37 0.43
"141700" 0.07 0.13 0.36 0.44
"141701" 0.07 0.13 0.35 0.45
"141702" 0.07 0.13 0.34 0.46
"141703" 0.07 0.13 0.33 0.47
"141704" 0.07 0.13 0.32 0.48
"141705" 0.07 0.13 0.31 0.49
"141706" 0.07 0.13 0.3 0.5
"141707" 0.07 0.13 0.29 0.51
"141708" 0.07 0.13 0.28 0.52
"141709" 0.07 0.13 0.27 0.53
"141710" 0.07 0.13 0.26 0.54
"141711" 0.07 0.13 0.25 0.55
"141712" 0.07 0.13 0.24 0.56
"141713" 0.07 0.13 0.23 0.57
"141714" 0.07 0.13 0.22 0.58
"141715" 0.07 0.13 0.21 0.59
"141716" 0.07 0.13 0.2 0.6
"141717" 0.07 0.13 0.19 0.61
"141718" 0.07 0.13 0.18 0.62
"141719" 0.07 0.13 0.17 0.63
"141720" 0.07 0.13 0.16 0.64
"141721" 0.07 0.13 0.15 0.65
"141722" 0.07 0.13 0.14 0.66
"141723" 0.07 0.13 0.13 0.67
"141724" 0.07 0.13 0.12 0.68
"141725" 0.07 0.13 0.11 0.69
"141726" 0.07 0.13 0.1 0.7
"141727" 0.07 0.13 0.09 0.71
"141728" 0.07 0.13 0.08 0.72
"141729" 0.07 0.13 0.07 0.73
"141730" 0.07 0.13 0.06 0.74
"141731" 0.07 0.13 0.05 0.75
"141732" 0.07 0.13 0.04 0.76
"141733" 0.07 0.13 0.03 0.77
"141734" 0.07 0.13 0.02 0.78
"141735" 0.07 0.13 0.01 0.79
"141736" 0.07 0.13 0 0.8
"141737" 0.07 0.12 0.81 0
"141738" 0.07 0.12 0.8 0.01
"141739" 0.07 0.12 0.79 0.02
"141740" 0.07 0.12 0.78 0.03
"141741" 0.07 0.12 0.77 0.04
"141742" 0.07 0.12 0.76 0.05
"141743" 0.07 0.12 0.75 0.06
"141744" 0.07 0.12 0.74 0.07
"141745" 0.07 0.12 0.73 0.08
"141746" 0.07 0.12 0.72 0.09
"141747" 0.07 0.12 0.71 0.1
"141748" 0.07 0.12 0.7 0.11
"141749" 0.07 0.12 0.69 0.12
"141750" 0.07 0.12 0.68 0.13
"141751" 0.07 0.12 0.67 0.14
"141752" 0.07 0.12 0.66 0.15
"141753" 0.07 0.12 0.65 0.16
"141754" 0.07 0.12 0.64 0.17
"141755" 0.07 0.12 0.63 0.18
"141756" 0.07 0.12 0.62 0.19
"141757" 0.07 0.12 0.61 0.2
"141758" 0.07 0.12 0.6 0.21
"141759" 0.07 0.12 0.59 0.22
"141760" 0.07 0.12 0.58 0.23
"141761" 0.07 0.12 0.57 0.24
"141762" 0.07 0.12 0.56 0.25
"141763" 0.07 0.12 0.55 0.26
"141764" 0.07 0.12 0.54 0.27
"141765" 0.07 0.12 0.53 0.28
"141766" 0.07 0.12 0.52 0.29
"141767" 0.07 0.12 0.51 0.3
"141768" 0.07 0.12 0.5 0.31
"141769" 0.07 0.12 0.49 0.32
"141770" 0.07 0.12 0.48 0.33
"141771" 0.07 0.12 0.47 0.34
"141772" 0.07 0.12 0.46 0.35
"141773" 0.07 0.12 0.45 0.36
"141774" 0.07 0.12 0.44 0.37
"141775" 0.07 0.12 0.43 0.38
"141776" 0.07 0.12 0.42 0.39
"141777" 0.07 0.12 0.41 0.4
"141778" 0.07 0.12 0.4 0.41
"141779" 0.07 0.12 0.39 0.42
"141780" 0.07 0.12 0.38 0.43
"141781" 0.07 0.12 0.37 0.44
"141782" 0.07 0.12 0.36 0.45
"141783" 0.07 0.12 0.35 0.46
"141784" 0.07 0.12 0.34 0.47
"141785" 0.07 0.12 0.33 0.48
"141786" 0.07 0.12 0.32 0.49
"141787" 0.07 0.12 0.31 0.5
"141788" 0.07 0.12 0.3 0.51
"141789" 0.07 0.12 0.29 0.52
"141790" 0.07 0.12 0.28 0.53
"141791" 0.07 0.12 0.27 0.54
"141792" 0.07 0.12 0.26 0.55
"141793" 0.07 0.12 0.25 0.56
"141794" 0.07 0.12 0.24 0.57
"141795" 0.07 0.12 0.23 0.58
"141796" 0.07 0.12 0.22 0.59
"141797" 0.07 0.12 0.21 0.6
"141798" 0.07 0.12 0.2 0.61
"141799" 0.07 0.12 0.19 0.62
"141800" 0.07 0.12 0.18 0.63
"141801" 0.07 0.12 0.17 0.64
"141802" 0.07 0.12 0.16 0.65
"141803" 0.07 0.12 0.15 0.66
"141804" 0.07 0.12 0.14 0.67
"141805" 0.07 0.12 0.13 0.68
"141806" 0.07 0.12 0.12 0.69
"141807" 0.07 0.12 0.11 0.7
"141808" 0.07 0.12 0.1 0.71
"141809" 0.07 0.12 0.09 0.72
"141810" 0.07 0.12 0.08 0.73
"141811" 0.07 0.12 0.07 0.74
"141812" 0.07 0.12 0.06 0.75
"141813" 0.07 0.12 0.05 0.76
"141814" 0.07 0.12 0.04 0.77
"141815" 0.07 0.12 0.03 0.78
"141816" 0.07 0.12 0.02 0.79
"141817" 0.07 0.12 0.01 0.8
"141818" 0.07 0.12 0 0.81
"141819" 0.07 0.11 0.82 0
"141820" 0.07 0.11 0.81 0.01
"141821" 0.07 0.11 0.8 0.02
"141822" 0.07 0.11 0.79 0.03
"141823" 0.07 0.11 0.78 0.04
"141824" 0.07 0.11 0.77 0.05
"141825" 0.07 0.11 0.76 0.06
"141826" 0.07 0.11 0.75 0.07
"141827" 0.07 0.11 0.74 0.08
"141828" 0.07 0.11 0.73 0.09
"141829" 0.07 0.11 0.72 0.1
"141830" 0.07 0.11 0.71 0.11
"141831" 0.07 0.11 0.7 0.12
"141832" 0.07 0.11 0.69 0.13
"141833" 0.07 0.11 0.68 0.14
"141834" 0.07 0.11 0.67 0.15
"141835" 0.07 0.11 0.66 0.16
"141836" 0.07 0.11 0.65 0.17
"141837" 0.07 0.11 0.64 0.18
"141838" 0.07 0.11 0.63 0.19
"141839" 0.07 0.11 0.62 0.2
"141840" 0.07 0.11 0.61 0.21
"141841" 0.07 0.11 0.6 0.22
"141842" 0.07 0.11 0.59 0.23
"141843" 0.07 0.11 0.58 0.24
"141844" 0.07 0.11 0.57 0.25
"141845" 0.07 0.11 0.56 0.26
"141846" 0.07 0.11 0.55 0.27
"141847" 0.07 0.11 0.54 0.28
"141848" 0.07 0.11 0.53 0.29
"141849" 0.07 0.11 0.52 0.3
"141850" 0.07 0.11 0.51 0.31
"141851" 0.07 0.11 0.5 0.32
"141852" 0.07 0.11 0.49 0.33
"141853" 0.07 0.11 0.48 0.34
"141854" 0.07 0.11 0.47 0.35
"141855" 0.07 0.11 0.46 0.36
"141856" 0.07 0.11 0.45 0.37
"141857" 0.07 0.11 0.44 0.38
"141858" 0.07 0.11 0.43 0.39
"141859" 0.07 0.11 0.42 0.4
"141860" 0.07 0.11 0.41 0.41
"141861" 0.07 0.11 0.4 0.42
"141862" 0.07 0.11 0.39 0.43
"141863" 0.07 0.11 0.38 0.44
"141864" 0.07 0.11 0.37 0.45
"141865" 0.07 0.11 0.36 0.46
"141866" 0.07 0.11 0.35 0.47
"141867" 0.07 0.11 0.34 0.48
"141868" 0.07 0.11 0.33 0.49
"141869" 0.07 0.11 0.32 0.5
"141870" 0.07 0.11 0.31 0.51
"141871" 0.07 0.11 0.3 0.52
"141872" 0.07 0.11 0.29 0.53
"141873" 0.07 0.11 0.28 0.54
"141874" 0.07 0.11 0.27 0.55
"141875" 0.07 0.11 0.26 0.56
"141876" 0.07 0.11 0.25 0.57
"141877" 0.07 0.11 0.24 0.58
"141878" 0.07 0.11 0.23 0.59
"141879" 0.07 0.11 0.22 0.6
"141880" 0.07 0.11 0.21 0.61
"141881" 0.07 0.11 0.2 0.62
"141882" 0.07 0.11 0.19 0.63
"141883" 0.07 0.11 0.18 0.64
"141884" 0.07 0.11 0.17 0.65
"141885" 0.07 0.11 0.16 0.66
"141886" 0.07 0.11 0.15 0.67
"141887" 0.07 0.11 0.14 0.68
"141888" 0.07 0.11 0.13 0.69
"141889" 0.07 0.11 0.12 0.7
"141890" 0.07 0.11 0.11 0.71
"141891" 0.07 0.11 0.1 0.72
"141892" 0.07 0.11 0.09 0.73
"141893" 0.07 0.11 0.08 0.74
"141894" 0.07 0.11 0.07 0.75
"141895" 0.07 0.11 0.06 0.76
"141896" 0.07 0.11 0.05 0.77
"141897" 0.07 0.11 0.04 0.78
"141898" 0.07 0.11 0.03 0.79
"141899" 0.07 0.11 0.02 0.8
"141900" 0.07 0.11 0.01 0.81
"141901" 0.07 0.11 0 0.82
"141902" 0.07 0.1 0.83 0
"141903" 0.07 0.1 0.82 0.01
"141904" 0.07 0.1 0.81 0.02
"141905" 0.07 0.1 0.8 0.03
"141906" 0.07 0.1 0.79 0.04
"141907" 0.07 0.1 0.78 0.05
"141908" 0.07 0.1 0.77 0.06
"141909" 0.07 0.1 0.76 0.07
"141910" 0.07 0.1 0.75 0.08
"141911" 0.07 0.1 0.74 0.09
"141912" 0.07 0.1 0.73 0.1
"141913" 0.07 0.1 0.72 0.11
"141914" 0.07 0.1 0.71 0.12
"141915" 0.07 0.1 0.7 0.13
"141916" 0.07 0.1 0.69 0.14
"141917" 0.07 0.1 0.68 0.15
"141918" 0.07 0.1 0.67 0.16
"141919" 0.07 0.1 0.66 0.17
"141920" 0.07 0.1 0.65 0.18
"141921" 0.07 0.1 0.64 0.19
"141922" 0.07 0.1 0.63 0.2
"141923" 0.07 0.1 0.62 0.21
"141924" 0.07 0.1 0.61 0.22
"141925" 0.07 0.1 0.6 0.23
"141926" 0.07 0.1 0.59 0.24
"141927" 0.07 0.1 0.58 0.25
"141928" 0.07 0.1 0.57 0.26
"141929" 0.07 0.1 0.56 0.27
"141930" 0.07 0.1 0.55 0.28
"141931" 0.07 0.1 0.54 0.29
"141932" 0.07 0.1 0.53 0.3
"141933" 0.07 0.1 0.52 0.31
"141934" 0.07 0.1 0.51 0.32
"141935" 0.07 0.1 0.5 0.33
"141936" 0.07 0.1 0.49 0.34
"141937" 0.07 0.1 0.48 0.35
"141938" 0.07 0.1 0.47 0.36
"141939" 0.07 0.1 0.46 0.37
"141940" 0.07 0.1 0.45 0.38
"141941" 0.07 0.1 0.44 0.39
"141942" 0.07 0.1 0.43 0.4
"141943" 0.07 0.1 0.42 0.41
"141944" 0.07 0.1 0.41 0.42
"141945" 0.07 0.1 0.4 0.43
"141946" 0.07 0.1 0.39 0.44
"141947" 0.07 0.1 0.38 0.45
"141948" 0.07 0.1 0.37 0.46
"141949" 0.07 0.1 0.36 0.47
"141950" 0.07 0.1 0.35 0.48
"141951" 0.07 0.1 0.34 0.49
"141952" 0.07 0.1 0.33 0.5
"141953" 0.07 0.1 0.32 0.51
"141954" 0.07 0.1 0.31 0.52
"141955" 0.07 0.1 0.3 0.53
"141956" 0.07 0.1 0.29 0.54
"141957" 0.07 0.1 0.28 0.55
"141958" 0.07 0.1 0.27 0.56
"141959" 0.07 0.1 0.26 0.57
"141960" 0.07 0.1 0.25 0.58
"141961" 0.07 0.1 0.24 0.59
"141962" 0.07 0.1 0.23 0.6
"141963" 0.07 0.1 0.22 0.61
"141964" 0.07 0.1 0.21 0.62
"141965" 0.07 0.1 0.2 0.63
"141966" 0.07 0.1 0.19 0.64
"141967" 0.07 0.1 0.18 0.65
"141968" 0.07 0.1 0.17 0.66
"141969" 0.07 0.1 0.16 0.67
"141970" 0.07 0.1 0.15 0.68
"141971" 0.07 0.1 0.14 0.69
"141972" 0.07 0.1 0.13 0.7
"141973" 0.07 0.1 0.12 0.71
"141974" 0.07 0.1 0.11 0.72
"141975" 0.07 0.1 0.1 0.73
"141976" 0.07 0.1 0.09 0.74
"141977" 0.07 0.1 0.08 0.75
"141978" 0.07 0.1 0.07 0.76
"141979" 0.07 0.1 0.06 0.77
"141980" 0.07 0.1 0.05 0.78
"141981" 0.07 0.1 0.04 0.79
"141982" 0.07 0.1 0.03 0.8
"141983" 0.07 0.1 0.02 0.81
"141984" 0.07 0.1 0.01 0.82
"141985" 0.07 0.1 0 0.83
"141986" 0.07 0.09 0.84 0
"141987" 0.07 0.09 0.83 0.01
"141988" 0.07 0.09 0.82 0.02
"141989" 0.07 0.09 0.81 0.03
"141990" 0.07 0.09 0.8 0.04
"141991" 0.07 0.09 0.79 0.05
"141992" 0.07 0.09 0.78 0.06
"141993" 0.07 0.09 0.77 0.07
"141994" 0.07 0.09 0.76 0.08
"141995" 0.07 0.09 0.75 0.09
"141996" 0.07 0.09 0.74 0.1
"141997" 0.07 0.09 0.73 0.11
"141998" 0.07 0.09 0.72 0.12
"141999" 0.07 0.09 0.71 0.13
"142000" 0.07 0.09 0.7 0.14
"142001" 0.07 0.09 0.69 0.15
"142002" 0.07 0.09 0.68 0.16
"142003" 0.07 0.09 0.67 0.17
"142004" 0.07 0.09 0.66 0.18
"142005" 0.07 0.09 0.65 0.19
"142006" 0.07 0.09 0.64 0.2
"142007" 0.07 0.09 0.63 0.21
"142008" 0.07 0.09 0.62 0.22
"142009" 0.07 0.09 0.61 0.23
"142010" 0.07 0.09 0.6 0.24
"142011" 0.07 0.09 0.59 0.25
"142012" 0.07 0.09 0.58 0.26
"142013" 0.07 0.09 0.57 0.27
"142014" 0.07 0.09 0.56 0.28
"142015" 0.07 0.09 0.55 0.29
"142016" 0.07 0.09 0.54 0.3
"142017" 0.07 0.09 0.53 0.31
"142018" 0.07 0.09 0.52 0.32
"142019" 0.07 0.09 0.51 0.33
"142020" 0.07 0.09 0.5 0.34
"142021" 0.07 0.09 0.49 0.35
"142022" 0.07 0.09 0.48 0.36
"142023" 0.07 0.09 0.47 0.37
"142024" 0.07 0.09 0.46 0.38
"142025" 0.07 0.09 0.45 0.39
"142026" 0.07 0.09 0.44 0.4
"142027" 0.07 0.09 0.43 0.41
"142028" 0.07 0.09 0.42 0.42
"142029" 0.07 0.09 0.41 0.43
"142030" 0.07 0.09 0.4 0.44
"142031" 0.07 0.09 0.39 0.45
"142032" 0.07 0.09 0.38 0.46
"142033" 0.07 0.09 0.37 0.47
"142034" 0.07 0.09 0.36 0.48
"142035" 0.07 0.09 0.35 0.49
"142036" 0.07 0.09 0.34 0.5
"142037" 0.07 0.09 0.33 0.51
"142038" 0.07 0.09 0.32 0.52
"142039" 0.07 0.09 0.31 0.53
"142040" 0.07 0.09 0.3 0.54
"142041" 0.07 0.09 0.29 0.55
"142042" 0.07 0.09 0.28 0.56
"142043" 0.07 0.09 0.27 0.57
"142044" 0.07 0.09 0.26 0.58
"142045" 0.07 0.09 0.25 0.59
"142046" 0.07 0.09 0.24 0.6
"142047" 0.07 0.09 0.23 0.61
"142048" 0.07 0.09 0.22 0.62
"142049" 0.07 0.09 0.21 0.63
"142050" 0.07 0.09 0.2 0.64
"142051" 0.07 0.09 0.19 0.65
"142052" 0.07 0.09 0.18 0.66
"142053" 0.07 0.09 0.17 0.67
"142054" 0.07 0.09 0.16 0.68
"142055" 0.07 0.09 0.15 0.69
"142056" 0.07 0.09 0.14 0.7
"142057" 0.07 0.09 0.13 0.71
"142058" 0.07 0.09 0.12 0.72
"142059" 0.07 0.09 0.11 0.73
"142060" 0.07 0.09 0.1 0.74
"142061" 0.07 0.09 0.09 0.75
"142062" 0.07 0.09 0.08 0.76
"142063" 0.07 0.09 0.07 0.77
"142064" 0.07 0.09 0.06 0.78
"142065" 0.07 0.09 0.05 0.79
"142066" 0.07 0.09 0.04 0.8
"142067" 0.07 0.09 0.03 0.81
"142068" 0.07 0.09 0.02 0.82
"142069" 0.07 0.09 0.01 0.83
"142070" 0.07 0.09 0 0.84
"142071" 0.07 0.08 0.85 0
"142072" 0.07 0.08 0.84 0.01
"142073" 0.07 0.08 0.83 0.02
"142074" 0.07 0.08 0.82 0.03
"142075" 0.07 0.08 0.81 0.04
"142076" 0.07 0.08 0.8 0.05
"142077" 0.07 0.08 0.79 0.06
"142078" 0.07 0.08 0.78 0.07
"142079" 0.07 0.08 0.77 0.08
"142080" 0.07 0.08 0.76 0.09
"142081" 0.07 0.08 0.75 0.1
"142082" 0.07 0.08 0.74 0.11
"142083" 0.07 0.08 0.73 0.12
"142084" 0.07 0.08 0.72 0.13
"142085" 0.07 0.08 0.71 0.14
"142086" 0.07 0.08 0.7 0.15
"142087" 0.07 0.08 0.69 0.16
"142088" 0.07 0.08 0.68 0.17
"142089" 0.07 0.08 0.67 0.18
"142090" 0.07 0.08 0.66 0.19
"142091" 0.07 0.08 0.65 0.2
"142092" 0.07 0.08 0.64 0.21
"142093" 0.07 0.08 0.63 0.22
"142094" 0.07 0.08 0.62 0.23
"142095" 0.07 0.08 0.61 0.24
"142096" 0.07 0.08 0.6 0.25
"142097" 0.07 0.08 0.59 0.26
"142098" 0.07 0.08 0.58 0.27
"142099" 0.07 0.08 0.57 0.28
"142100" 0.07 0.08 0.56 0.29
"142101" 0.07 0.08 0.55 0.3
"142102" 0.07 0.08 0.54 0.31
"142103" 0.07 0.08 0.53 0.32
"142104" 0.07 0.08 0.52 0.33
"142105" 0.07 0.08 0.51 0.34
"142106" 0.07 0.08 0.5 0.35
"142107" 0.07 0.08 0.49 0.36
"142108" 0.07 0.08 0.48 0.37
"142109" 0.07 0.08 0.47 0.38
"142110" 0.07 0.08 0.46 0.39
"142111" 0.07 0.08 0.45 0.4
"142112" 0.07 0.08 0.44 0.41
"142113" 0.07 0.08 0.43 0.42
"142114" 0.07 0.08 0.42 0.43
"142115" 0.07 0.08 0.41 0.44
"142116" 0.07 0.08 0.4 0.45
"142117" 0.07 0.08 0.39 0.46
"142118" 0.07 0.08 0.38 0.47
"142119" 0.07 0.08 0.37 0.48
"142120" 0.07 0.08 0.36 0.49
"142121" 0.07 0.08 0.35 0.5
"142122" 0.07 0.08 0.34 0.51
"142123" 0.07 0.08 0.33 0.52
"142124" 0.07 0.08 0.32 0.53
"142125" 0.07 0.08 0.31 0.54
"142126" 0.07 0.08 0.3 0.55
"142127" 0.07 0.08 0.29 0.56
"142128" 0.07 0.08 0.28 0.57
"142129" 0.07 0.08 0.27 0.58
"142130" 0.07 0.08 0.26 0.59
"142131" 0.07 0.08 0.25 0.6
"142132" 0.07 0.08 0.24 0.61
"142133" 0.07 0.08 0.23 0.62
"142134" 0.07 0.08 0.22 0.63
"142135" 0.07 0.08 0.21 0.64
"142136" 0.07 0.08 0.2 0.65
"142137" 0.07 0.08 0.19 0.66
"142138" 0.07 0.08 0.18 0.67
"142139" 0.07 0.08 0.17 0.68
"142140" 0.07 0.08 0.16 0.69
"142141" 0.07 0.08 0.15 0.7
"142142" 0.07 0.08 0.14 0.71
"142143" 0.07 0.08 0.13 0.72
"142144" 0.07 0.08 0.12 0.73
"142145" 0.07 0.08 0.11 0.74
"142146" 0.07 0.08 0.1 0.75
"142147" 0.07 0.08 0.09 0.76
"142148" 0.07 0.08 0.08 0.77
"142149" 0.07 0.08 0.07 0.78
"142150" 0.07 0.08 0.06 0.79
"142151" 0.07 0.08 0.05 0.8
"142152" 0.07 0.08 0.04 0.81
"142153" 0.07 0.08 0.03 0.82
"142154" 0.07 0.08 0.02 0.83
"142155" 0.07 0.08 0.01 0.84
"142156" 0.07 0.08 0 0.85
"142157" 0.07 0.07 0.86 0
"142158" 0.07 0.07 0.85 0.01
"142159" 0.07 0.07 0.84 0.02
"142160" 0.07 0.07 0.83 0.03
"142161" 0.07 0.07 0.82 0.04
"142162" 0.07 0.07 0.81 0.05
"142163" 0.07 0.07 0.8 0.06
"142164" 0.07 0.07 0.79 0.07
"142165" 0.07 0.07 0.78 0.08
"142166" 0.07 0.07 0.77 0.09
"142167" 0.07 0.07 0.76 0.1
"142168" 0.07 0.07 0.75 0.11
"142169" 0.07 0.07 0.74 0.12
"142170" 0.07 0.07 0.73 0.13
"142171" 0.07 0.07 0.72 0.14
"142172" 0.07 0.07 0.71 0.15
"142173" 0.07 0.07 0.7 0.16
"142174" 0.07 0.07 0.69 0.17
"142175" 0.07 0.07 0.68 0.18
"142176" 0.07 0.07 0.67 0.19
"142177" 0.07 0.07 0.66 0.2
"142178" 0.07 0.07 0.65 0.21
"142179" 0.07 0.07 0.64 0.22
"142180" 0.07 0.07 0.63 0.23
"142181" 0.07 0.07 0.62 0.24
"142182" 0.07 0.07 0.61 0.25
"142183" 0.07 0.07 0.6 0.26
"142184" 0.07 0.07 0.59 0.27
"142185" 0.07 0.07 0.58 0.28
"142186" 0.07 0.07 0.57 0.29
"142187" 0.07 0.07 0.56 0.3
"142188" 0.07 0.07 0.55 0.31
"142189" 0.07 0.07 0.54 0.32
"142190" 0.07 0.07 0.53 0.33
"142191" 0.07 0.07 0.52 0.34
"142192" 0.07 0.07 0.51 0.35
"142193" 0.07 0.07 0.5 0.36
"142194" 0.07 0.07 0.49 0.37
"142195" 0.07 0.07 0.48 0.38
"142196" 0.07 0.07 0.47 0.39
"142197" 0.07 0.07 0.46 0.4
"142198" 0.07 0.07 0.45 0.41
"142199" 0.07 0.07 0.44 0.42
"142200" 0.07 0.07 0.43 0.43
"142201" 0.07 0.07 0.42 0.44
"142202" 0.07 0.07 0.41 0.45
"142203" 0.07 0.07 0.4 0.46
"142204" 0.07 0.07 0.39 0.47
"142205" 0.07 0.07 0.38 0.48
"142206" 0.07 0.07 0.37 0.49
"142207" 0.07 0.07 0.36 0.5
"142208" 0.07 0.07 0.35 0.51
"142209" 0.07 0.07 0.34 0.52
"142210" 0.07 0.07 0.33 0.53
"142211" 0.07 0.07 0.32 0.54
"142212" 0.07 0.07 0.31 0.55
"142213" 0.07 0.07 0.3 0.56
"142214" 0.07 0.07 0.29 0.57
"142215" 0.07 0.07 0.28 0.58
"142216" 0.07 0.07 0.27 0.59
"142217" 0.07 0.07 0.26 0.6
"142218" 0.07 0.07 0.25 0.61
"142219" 0.07 0.07 0.24 0.62
"142220" 0.07 0.07 0.23 0.63
"142221" 0.07 0.07 0.22 0.64
"142222" 0.07 0.07 0.21 0.65
"142223" 0.07 0.07 0.2 0.66
"142224" 0.07 0.07 0.19 0.67
"142225" 0.07 0.07 0.18 0.68
"142226" 0.07 0.07 0.17 0.69
"142227" 0.07 0.07 0.16 0.7
"142228" 0.07 0.07 0.15 0.71
"142229" 0.07 0.07 0.14 0.72
"142230" 0.07 0.07 0.13 0.73
"142231" 0.07 0.07 0.12 0.74
"142232" 0.07 0.07 0.11 0.75
"142233" 0.07 0.07 0.1 0.76
"142234" 0.07 0.07 0.09 0.77
"142235" 0.07 0.07 0.08 0.78
"142236" 0.07 0.07 0.07 0.79
"142237" 0.07 0.07 0.06 0.8
"142238" 0.07 0.07 0.05 0.81
"142239" 0.07 0.07 0.04 0.82
"142240" 0.07 0.07 0.03 0.83
"142241" 0.07 0.07 0.02 0.84
"142242" 0.07 0.07 0.01 0.85
"142243" 0.07 0.07 0 0.86
"142244" 0.07 0.06 0.87 0
"142245" 0.07 0.06 0.86 0.01
"142246" 0.07 0.06 0.85 0.02
"142247" 0.07 0.06 0.84 0.03
"142248" 0.07 0.06 0.83 0.04
"142249" 0.07 0.06 0.82 0.05
"142250" 0.07 0.06 0.81 0.06
"142251" 0.07 0.06 0.8 0.07
"142252" 0.07 0.06 0.79 0.08
"142253" 0.07 0.06 0.78 0.09
"142254" 0.07 0.06 0.77 0.1
"142255" 0.07 0.06 0.76 0.11
"142256" 0.07 0.06 0.75 0.12
"142257" 0.07 0.06 0.74 0.13
"142258" 0.07 0.06 0.73 0.14
"142259" 0.07 0.06 0.72 0.15
"142260" 0.07 0.06 0.71 0.16
"142261" 0.07 0.06 0.7 0.17
"142262" 0.07 0.06 0.69 0.18
"142263" 0.07 0.06 0.68 0.19
"142264" 0.07 0.06 0.67 0.2
"142265" 0.07 0.06 0.66 0.21
"142266" 0.07 0.06 0.65 0.22
"142267" 0.07 0.06 0.64 0.23
"142268" 0.07 0.06 0.63 0.24
"142269" 0.07 0.06 0.62 0.25
"142270" 0.07 0.06 0.61 0.26
"142271" 0.07 0.06 0.6 0.27
"142272" 0.07 0.06 0.59 0.28
"142273" 0.07 0.06 0.58 0.29
"142274" 0.07 0.06 0.57 0.3
"142275" 0.07 0.06 0.56 0.31
"142276" 0.07 0.06 0.55 0.32
"142277" 0.07 0.06 0.54 0.33
"142278" 0.07 0.06 0.53 0.34
"142279" 0.07 0.06 0.52 0.35
"142280" 0.07 0.06 0.51 0.36
"142281" 0.07 0.06 0.5 0.37
"142282" 0.07 0.06 0.49 0.38
"142283" 0.07 0.06 0.48 0.39
"142284" 0.07 0.06 0.47 0.4
"142285" 0.07 0.06 0.46 0.41
"142286" 0.07 0.06 0.45 0.42
"142287" 0.07 0.06 0.44 0.43
"142288" 0.07 0.06 0.43 0.44
"142289" 0.07 0.06 0.42 0.45
"142290" 0.07 0.06 0.41 0.46
"142291" 0.07 0.06 0.4 0.47
"142292" 0.07 0.06 0.39 0.48
"142293" 0.07 0.06 0.38 0.49
"142294" 0.07 0.06 0.37 0.5
"142295" 0.07 0.06 0.36 0.51
"142296" 0.07 0.06 0.35 0.52
"142297" 0.07 0.06 0.34 0.53
"142298" 0.07 0.06 0.33 0.54
"142299" 0.07 0.06 0.32 0.55
"142300" 0.07 0.06 0.31 0.56
"142301" 0.07 0.06 0.3 0.57
"142302" 0.07 0.06 0.29 0.58
"142303" 0.07 0.06 0.28 0.59
"142304" 0.07 0.06 0.27 0.6
"142305" 0.07 0.06 0.26 0.61
"142306" 0.07 0.06 0.25 0.62
"142307" 0.07 0.06 0.24 0.63
"142308" 0.07 0.06 0.23 0.64
"142309" 0.07 0.06 0.22 0.65
"142310" 0.07 0.06 0.21 0.66
"142311" 0.07 0.06 0.2 0.67
"142312" 0.07 0.06 0.19 0.68
"142313" 0.07 0.06 0.18 0.69
"142314" 0.07 0.06 0.17 0.7
"142315" 0.07 0.06 0.16 0.71
"142316" 0.07 0.06 0.15 0.72
"142317" 0.07 0.06 0.14 0.73
"142318" 0.07 0.06 0.13 0.74
"142319" 0.07 0.06 0.12 0.75
"142320" 0.07 0.06 0.11 0.76
"142321" 0.07 0.06 0.1 0.77
"142322" 0.07 0.06 0.09 0.78
"142323" 0.07 0.06 0.08 0.79
"142324" 0.07 0.06 0.07 0.8
"142325" 0.07 0.06 0.06 0.81
"142326" 0.07 0.06 0.05 0.82
"142327" 0.07 0.06 0.04 0.83
"142328" 0.07 0.06 0.03 0.84
"142329" 0.07 0.06 0.02 0.85
"142330" 0.07 0.06 0.01 0.86
"142331" 0.07 0.06 0 0.87
"142332" 0.07 0.05 0.88 0
"142333" 0.07 0.05 0.87 0.01
"142334" 0.07 0.05 0.86 0.02
"142335" 0.07 0.05 0.85 0.03
"142336" 0.07 0.05 0.84 0.04
"142337" 0.07 0.05 0.83 0.05
"142338" 0.07 0.05 0.82 0.06
"142339" 0.07 0.05 0.81 0.07
"142340" 0.07 0.05 0.8 0.08
"142341" 0.07 0.05 0.79 0.09
"142342" 0.07 0.05 0.78 0.1
"142343" 0.07 0.05 0.77 0.11
"142344" 0.07 0.05 0.76 0.12
"142345" 0.07 0.05 0.75 0.13
"142346" 0.07 0.05 0.74 0.14
"142347" 0.07 0.05 0.73 0.15
"142348" 0.07 0.05 0.72 0.16
