"W1"	"W2"	"W3"
"828"	-0.6	0.67	0.93
"829"	-0.6	0.68	0.92
"830"	-0.6	0.69	0.91
"831"	-0.6	0.7	0.9
"832"	-0.6	0.71	0.89
"833"	-0.6	0.72	0.88
"834"	-0.6	0.73	0.87
"835"	-0.6	0.74	0.86
"836"	-0.6	0.75	0.85
"837"	-0.6	0.76	0.84
"838"	-0.6	0.77	0.83
"839"	-0.6	0.78	0.82
"840"	-0.6	0.79	0.81
"841"	-0.6	0.8	0.8
"842"	-0.6	0.81	0.79
"843"	-0.6	0.82	0.78
"844"	-0.6	0.83	0.77
"845"	-0.6	0.84	0.76
"846"	-0.6	0.85	0.75
"847"	-0.6	0.86	0.74
"848"	-0.6	0.87	0.73
"849"	-0.6	0.88	0.72
"850"	-0.6	0.89	0.71
"851"	-0.6	0.9	0.7
"852"	-0.6	0.91	0.69
"853"	-0.6	0.92	0.68
"854"	-0.6	0.93	0.67
"855"	-0.6	0.94	0.66
"856"	-0.6	0.95	0.65
"857"	-0.6	0.96	0.64
"858"	-0.6	0.97	0.63
"859"	-0.6	0.98	0.62
"860"	-0.6	0.99	0.61
"861"	-0.6	1	0.6
"862"	-0.59	0.59	1
"863"	-0.59	0.6	0.99
"864"	-0.59	0.61	0.98
"865"	-0.59	0.62	0.97
"866"	-0.59	0.63	0.96
"867"	-0.59	0.64	0.95
"868"	-0.59	0.65	0.94
"869"	-0.59	0.66	0.93
"870"	-0.59	0.67	0.92
"871"	-0.59	0.68	0.91
"872"	-0.59	0.69	0.9
"873"	-0.59	0.7	0.89
"874"	-0.59	0.71	0.88
"875"	-0.59	0.72	0.87
"876"	-0.59	0.73	0.86
"877"	-0.59	0.74	0.85
"878"	-0.59	0.75	0.84
"879"	-0.59	0.76	0.83
"880"	-0.59	0.77	0.82
"881"	-0.59	0.78	0.81
"882"	-0.59	0.79	0.8
"883"	-0.59	0.8	0.79
"884"	-0.59	0.81	0.78
"885"	-0.59	0.82	0.77
"886"	-0.59	0.83	0.76
"887"	-0.59	0.84	0.75
"888"	-0.59	0.85	0.74
"889"	-0.59	0.86	0.73
"890"	-0.59	0.87	0.72
"891"	-0.59	0.88	0.71
"892"	-0.59	0.89	0.7
"893"	-0.59	0.9	0.69
"894"	-0.59	0.91	0.68
"895"	-0.59	0.92	0.67
"896"	-0.59	0.93	0.66
"897"	-0.59	0.94	0.65
"898"	-0.59	0.95	0.64
"899"	-0.59	0.96	0.63
"900"	-0.59	0.97	0.62
"901"	-0.59	0.98	0.61
"902"	-0.59	0.99	0.6
"903"	-0.59	1	0.59
"904"	-0.58	0.58	1
"905"	-0.58	0.59	0.99
"906"	-0.58	0.6	0.98
"907"	-0.58	0.61	0.97
"908"	-0.58	0.62	0.96
"909"	-0.58	0.63	0.95
"910"	-0.58	0.64	0.94
"911"	-0.58	0.65	0.93
"912"	-0.58	0.66	0.92
"913"	-0.58	0.67	0.91
"914"	-0.58	0.68	0.9
"915"	-0.58	0.69	0.89
"916"	-0.58	0.7	0.88
"917"	-0.58	0.71	0.87
"918"	-0.58	0.72	0.86
"919"	-0.58	0.73	0.85
"920"	-0.58	0.74	0.84
"921"	-0.58	0.75	0.83
"922"	-0.58	0.76	0.82
"923"	-0.58	0.77	0.81
"924"	-0.58	0.78	0.8
"925"	-0.58	0.79	0.79
"926"	-0.58	0.8	0.78
"927"	-0.58	0.81	0.77
"928"	-0.58	0.82	0.76
"929"	-0.58	0.83	0.75
"930"	-0.58	0.84	0.74
"931"	-0.58	0.85	0.73
"932"	-0.58	0.86	0.72
"933"	-0.58	0.87	0.71
"934"	-0.58	0.88	0.7
"935"	-0.58	0.89	0.69
"936"	-0.58	0.9	0.68
"937"	-0.58	0.91	0.67
"938"	-0.58	0.92	0.66
"939"	-0.58	0.93	0.65
"940"	-0.58	0.94	0.64
"941"	-0.58	0.95	0.63
"942"	-0.58	0.96	0.62
"943"	-0.58	0.97	0.61
"944"	-0.58	0.98	0.6
"945"	-0.58	0.99	0.59
"946"	-0.58	1	0.58
"947"	-0.57	0.57	1
"948"	-0.57	0.58	0.99
"949"	-0.57	0.59	0.98
"950"	-0.57	0.6	0.97
"951"	-0.57	0.61	0.96
"952"	-0.57	0.62	0.95
"953"	-0.57	0.63	0.94
"954"	-0.57	0.64	0.93
"955"	-0.57	0.65	0.92
"956"	-0.57	0.66	0.91
"957"	-0.57	0.67	0.9
"958"	-0.57	0.68	0.89
"959"	-0.57	0.69	0.88
"960"	-0.57	0.7	0.87
"961"	-0.57	0.71	0.86
"962"	-0.57	0.72	0.85
"963"	-0.57	0.73	0.84
"964"	-0.57	0.74	0.83
"965"	-0.57	0.75	0.82
"966"	-0.57	0.76	0.81
"967"	-0.57	0.77	0.8
"968"	-0.57	0.78	0.79
"969"	-0.57	0.79	0.78
"970"	-0.57	0.8	0.77
"971"	-0.57	0.81	0.76
"972"	-0.57	0.82	0.75
"973"	-0.57	0.83	0.74
"974"	-0.57	0.84	0.73
"975"	-0.57	0.85	0.72
"976"	-0.57	0.86	0.71
"977"	-0.57	0.87	0.7
"978"	-0.57	0.88	0.69
"979"	-0.57	0.89	0.68
"980"	-0.57	0.9	0.67
"981"	-0.57	0.91	0.66
"982"	-0.57	0.92	0.65
"983"	-0.57	0.93	0.64
"984"	-0.57	0.94	0.63
"985"	-0.57	0.95	0.62
"986"	-0.57	0.96	0.61
"987"	-0.57	0.97	0.6
"988"	-0.57	0.98	0.59
"989"	-0.57	0.99	0.58
"990"	-0.57	1	0.57
"991"	-0.56	0.56	1
"992"	-0.56	0.57	0.99
"993"	-0.56	0.58	0.98
"994"	-0.56	0.59	0.97
"995"	-0.56	0.6	0.96
"996"	-0.56	0.61	0.95
"997"	-0.56	0.62	0.94
"998"	-0.56	0.63	0.93
"999"	-0.56	0.64	0.92
"1000"	-0.56	0.65	0.91
"1001"	-0.56	0.66	0.9
"1002"	-0.56	0.67	0.89
"1003"	-0.56	0.68	0.88
"1004"	-0.56	0.69	0.87
"1005"	-0.56	0.7	0.86
"1006"	-0.56	0.71	0.85
"1007"	-0.56	0.72	0.84
"1008"	-0.56	0.73	0.83
"1009"	-0.56	0.74	0.82
"1010"	-0.56	0.75	0.81
"1011"	-0.56	0.76	0.8
"1012"	-0.56	0.77	0.79
"1013"	-0.56	0.78	0.78
"1014"	-0.56	0.79	0.77
"1015"	-0.56	0.8	0.76
"1016"	-0.56	0.81	0.75
"1017"	-0.56	0.82	0.74
"1018"	-0.56	0.83	0.73
"1019"	-0.56	0.84	0.72
"1020"	-0.56	0.85	0.71
"1021"	-0.56	0.86	0.7
"1022"	-0.56	0.87	0.69
"1023"	-0.56	0.88	0.68
"1024"	-0.56	0.89	0.67
"1025"	-0.56	0.9	0.66
"1026"	-0.56	0.91	0.65
"1027"	-0.56	0.92	0.64
"1028"	-0.56	0.93	0.63
"1029"	-0.56	0.94	0.62
"1030"	-0.56	0.95	0.61
"1031"	-0.56	0.96	0.6
"1032"	-0.56	0.97	0.59
"1033"	-0.56	0.98	0.58
"1034"	-0.56	0.99	0.57
"1035"	-0.56	1	0.56
"1036"	-0.55	0.55	1
"1037"	-0.55	0.56	0.99
"1038"	-0.55	0.57	0.98
"1039"	-0.55	0.58	0.97
"1040"	-0.55	0.59	0.96
"1041"	-0.55	0.6	0.95
"1042"	-0.55	0.61	0.94
"1043"	-0.55	0.62	0.93
"1044"	-0.55	0.63	0.92
"1045"	-0.55	0.64	0.91
"1046"	-0.55	0.65	0.9
"1047"	-0.55	0.66	0.89
"1048"	-0.55	0.67	0.88
"1049"	-0.55	0.68	0.87
"1050"	-0.55	0.69	0.86
"1051"	-0.55	0.7	0.85
"1052"	-0.55	0.71	0.84
"1053"	-0.55	0.72	0.83
"1054"	-0.55	0.73	0.82
"1055"	-0.55	0.74	0.81
"1056"	-0.55	0.75	0.8
"1057"	-0.55	0.76	0.79
"1058"	-0.55	0.77	0.78
"1059"	-0.55	0.78	0.77
"1060"	-0.55	0.79	0.76
"1061"	-0.55	0.8	0.75
"1062"	-0.55	0.81	0.74
"1063"	-0.55	0.82	0.73
"1064"	-0.55	0.83	0.72
"1065"	-0.55	0.84	0.71
"1066"	-0.55	0.85	0.7
"1067"	-0.55	0.86	0.69
"1068"	-0.55	0.87	0.68
"1069"	-0.55	0.88	0.67
"1070"	-0.55	0.89	0.66
"1071"	-0.55	0.9	0.65
"1072"	-0.55	0.91	0.64
"1073"	-0.55	0.92	0.63
"1074"	-0.55	0.93	0.62
"1075"	-0.55	0.94	0.61
"1076"	-0.55	0.95	0.6
"1077"	-0.55	0.96	0.59
"1078"	-0.55	0.97	0.58
"1079"	-0.55	0.98	0.57
"1080"	-0.55	0.99	0.56
"1081"	-0.55	1	0.55
"1082"	-0.54	0.54	1
"1083"	-0.54	0.55	0.99
"1084"	-0.54	0.56	0.98
"1085"	-0.54	0.57	0.97
"1086"	-0.54	0.58	0.96
"1087"	-0.54	0.59	0.95
"1088"	-0.54	0.6	0.94
"1089"	-0.54	0.61	0.93
"1090"	-0.54	0.62	0.92
"1091"	-0.54	0.63	0.91
"1092"	-0.54	0.64	0.9
"1093"	-0.54	0.65	0.89
"1094"	-0.54	0.66	0.88
"1095"	-0.54	0.67	0.87
"1096"	-0.54	0.68	0.86
"1097"	-0.54	0.69	0.85
"1098"	-0.54	0.7	0.84
"1099"	-0.54	0.71	0.83
"1100"	-0.54	0.72	0.82
"1101"	-0.54	0.73	0.81
"1102"	-0.54	0.74	0.8
"1103"	-0.54	0.75	0.79
"1104"	-0.54	0.76	0.78
"1105"	-0.54	0.77	0.77
"1106"	-0.54	0.78	0.76
"1107"	-0.54	0.79	0.75
"1108"	-0.54	0.8	0.74
"1109"	-0.54	0.81	0.73
"1110"	-0.54	0.82	0.72
"1111"	-0.54	0.83	0.71
"1112"	-0.54	0.84	0.7
"1113"	-0.54	0.85	0.69
"1114"	-0.54	0.86	0.68
"1115"	-0.54	0.87	0.67
"1116"	-0.54	0.88	0.66
"1117"	-0.54	0.89	0.65
"1118"	-0.54	0.9	0.64
"1119"	-0.54	0.91	0.63
"1120"	-0.54	0.92	0.62
"1121"	-0.54	0.93	0.61
"1122"	-0.54	0.94	0.6
"1123"	-0.54	0.95	0.59
"1124"	-0.54	0.96	0.58
"1125"	-0.54	0.97	0.57
"1126"	-0.54	0.98	0.56
"1127"	-0.54	0.99	0.55
"1128"	-0.54	1	0.54
"1129"	-0.53	0.53	1
"1130"	-0.53	0.54	0.99
"1131"	-0.53	0.55	0.98
"1132"	-0.53	0.56	0.97
"1133"	-0.53	0.57	0.96
"1134"	-0.53	0.58	0.95
"1135"	-0.53	0.59	0.94
"1136"	-0.53	0.6	0.93
"1137"	-0.53	0.61	0.92
"1138"	-0.53	0.62	0.91
"1139"	-0.53	0.63	0.9
"1140"	-0.53	0.64	0.89
"1141"	-0.53	0.65	0.88
"1142"	-0.53	0.66	0.87
"1143"	-0.53	0.67	0.86
"1144"	-0.53	0.68	0.85
"1145"	-0.53	0.69	0.84
"1146"	-0.53	0.7	0.83
"1147"	-0.53	0.71	0.82
"1148"	-0.53	0.72	0.81
"1149"	-0.53	0.73	0.8
"1150"	-0.53	0.74	0.79
"1151"	-0.53	0.75	0.78
"1152"	-0.53	0.76	0.77
"1153"	-0.53	0.77	0.76
"1154"	-0.53	0.78	0.75
"1155"	-0.53	0.79	0.74
"1156"	-0.53	0.8	0.73
"1157"	-0.53	0.81	0.72
"1158"	-0.53	0.82	0.71
"1159"	-0.53	0.83	0.7
"1160"	-0.53	0.84	0.69
"1161"	-0.53	0.85	0.68
"1162"	-0.53	0.86	0.67
"1163"	-0.53	0.87	0.66
"1164"	-0.53	0.88	0.65
"1165"	-0.53	0.89	0.64
"1166"	-0.53	0.9	0.63
"1167"	-0.53	0.91	0.62
"1168"	-0.53	0.92	0.61
"1169"	-0.53	0.93	0.6
"1170"	-0.53	0.94	0.59
"1171"	-0.53	0.95	0.58
"1172"	-0.53	0.96	0.57
"1173"	-0.53	0.97	0.56
"1174"	-0.53	0.98	0.55
"1175"	-0.53	0.99	0.54
"1176"	-0.53	1	0.53
"1177"	-0.52	0.52	1
"1178"	-0.52	0.53	0.99
"1179"	-0.52	0.54	0.98
"1180"	-0.52	0.55	0.97
"1181"	-0.52	0.56	0.96
"1182"	-0.52	0.57	0.95
"1183"	-0.52	0.58	0.94
"1184"	-0.52	0.59	0.93
"1185"	-0.52	0.6	0.92
"1186"	-0.52	0.61	0.91
"1187"	-0.52	0.62	0.9
"1188"	-0.52	0.63	0.89
"1189"	-0.52	0.64	0.88
"1190"	-0.52	0.65	0.87
"1191"	-0.52	0.66	0.86
"1192"	-0.52	0.67	0.85
"1193"	-0.52	0.68	0.84
"1194"	-0.52	0.69	0.83
"1195"	-0.52	0.7	0.82
"1196"	-0.52	0.71	0.81
"1197"	-0.52	0.72	0.8
"1198"	-0.52	0.73	0.79
"1199"	-0.52	0.74	0.78
"1200"	-0.52	0.75	0.77
"1201"	-0.52	0.76	0.76
"1202"	-0.52	0.77	0.75
"1203"	-0.52	0.78	0.74
"1204"	-0.52	0.79	0.73
"1205"	-0.52	0.8	0.72
"1206"	-0.52	0.81	0.71
"1207"	-0.52	0.82	0.7
"1208"	-0.52	0.83	0.69
"1209"	-0.52	0.84	0.68
"1210"	-0.52	0.85	0.67
"1211"	-0.52	0.86	0.66
"1212"	-0.52	0.87	0.65
"1213"	-0.52	0.88	0.64
"1214"	-0.52	0.89	0.63
"1215"	-0.52	0.9	0.62
"1216"	-0.52	0.91	0.61
"1217"	-0.52	0.92	0.6
"1218"	-0.52	0.93	0.59
"1219"	-0.52	0.94	0.58
"1220"	-0.52	0.95	0.57
"1221"	-0.52	0.96	0.56
"1222"	-0.52	0.97	0.55
"1223"	-0.52	0.98	0.54
"1224"	-0.52	0.99	0.53
"1225"	-0.52	1	0.52
"1226"	-0.51	0.51	1
"1227"	-0.51	0.52	0.99
"1228"	-0.51	0.53	0.98
"1229"	-0.51	0.54	0.97
"1230"	-0.51	0.55	0.96
"1231"	-0.51	0.56	0.95
"1232"	-0.51	0.57	0.94
"1233"	-0.51	0.58	0.93
"1234"	-0.51	0.59	0.92
"1235"	-0.51	0.6	0.91
"1236"	-0.51	0.61	0.9
"1237"	-0.51	0.62	0.89
"1238"	-0.51	0.63	0.88
"1239"	-0.51	0.64	0.87
"1240"	-0.51	0.65	0.86
"1241"	-0.51	0.66	0.85
"1242"	-0.51	0.67	0.84
"1243"	-0.51	0.68	0.83
"1244"	-0.51	0.69	0.82
"1245"	-0.51	0.7	0.81
"1246"	-0.51	0.71	0.8
"1247"	-0.51	0.72	0.79
"1248"	-0.51	0.73	0.78
"1249"	-0.51	0.74	0.77
"1250"	-0.51	0.75	0.76
"1251"	-0.51	0.76	0.75
"1252"	-0.51	0.77	0.74
"1253"	-0.51	0.78	0.73
"1254"	-0.51	0.79	0.72
"1255"	-0.51	0.8	0.71
"1256"	-0.51	0.81	0.7
"1257"	-0.51	0.82	0.69
"1258"	-0.51	0.83	0.68
"1259"	-0.51	0.84	0.67
"1260"	-0.51	0.85	0.66
"1261"	-0.51	0.86	0.65
"1262"	-0.51	0.87	0.64
"1263"	-0.51	0.88	0.63
"1264"	-0.51	0.89	0.62
"1265"	-0.51	0.9	0.61
"1266"	-0.51	0.91	0.6
"1267"	-0.51	0.92	0.59
"1268"	-0.51	0.93	0.58
"1269"	-0.51	0.94	0.57
"1270"	-0.51	0.95	0.56
"1271"	-0.51	0.96	0.55
"1272"	-0.51	0.97	0.54
"1273"	-0.51	0.98	0.53
"1274"	-0.51	0.99	0.52
"1275"	-0.51	1	0.51
"1276"	-0.5	0.5	1
"1277"	-0.5	0.51	0.99
"1278"	-0.5	0.52	0.98
"1279"	-0.5	0.53	0.97
"1280"	-0.5	0.54	0.96
"1281"	-0.5	0.55	0.95
"1282"	-0.5	0.56	0.94
"1283"	-0.5	0.57	0.93
"1284"	-0.5	0.58	0.92
"1285"	-0.5	0.59	0.91
"1286"	-0.5	0.6	0.9
"1287"	-0.5	0.61	0.89
"1288"	-0.5	0.62	0.88
"1289"	-0.5	0.63	0.87
"1290"	-0.5	0.64	0.86
"1291"	-0.5	0.65	0.85
"1292"	-0.5	0.66	0.84
"1293"	-0.5	0.67	0.83
"1294"	-0.5	0.68	0.82
"1295"	-0.5	0.69	0.81
"1296"	-0.5	0.7	0.8
"1297"	-0.5	0.71	0.79
"1298"	-0.5	0.72	0.78
"1299"	-0.5	0.73	0.77
"1300"	-0.5	0.74	0.76
"1301"	-0.5	0.75	0.75
"1302"	-0.5	0.76	0.74
"1303"	-0.5	0.77	0.73
"1304"	-0.5	0.78	0.72
"1305"	-0.5	0.79	0.71
"1306"	-0.5	0.8	0.7
"1307"	-0.5	0.81	0.69
"1308"	-0.5	0.82	0.68
"1309"	-0.5	0.83	0.67
"1310"	-0.5	0.84	0.66
"1311"	-0.5	0.85	0.65
"1312"	-0.5	0.86	0.64
"1313"	-0.5	0.87	0.63
"1314"	-0.5	0.88	0.62
"1315"	-0.5	0.89	0.61
"1316"	-0.5	0.9	0.6
"1317"	-0.5	0.91	0.59
"1318"	-0.5	0.92	0.58
"1319"	-0.5	0.93	0.57
"1320"	-0.5	0.94	0.56
"1321"	-0.5	0.95	0.55
"1322"	-0.5	0.96	0.54
"1323"	-0.5	0.97	0.53
"1324"	-0.5	0.98	0.52
"1325"	-0.5	0.99	0.51
"1326"	-0.5	1	0.5
"1327"	-0.49	0.49	1
"1328"	-0.49	0.5	0.99
"1329"	-0.49	0.51	0.98
"1330"	-0.49	0.52	0.97
"1331"	-0.49	0.53	0.96
"1332"	-0.49	0.54	0.95
"1333"	-0.49	0.55	0.94
"1334"	-0.49	0.56	0.93
"1335"	-0.49	0.57	0.92
"1336"	-0.49	0.58	0.91
"1337"	-0.49	0.59	0.9
"1338"	-0.49	0.6	0.89
"1339"	-0.49	0.61	0.88
"1340"	-0.49	0.62	0.87
"1341"	-0.49	0.63	0.86
"1342"	-0.49	0.64	0.85
"1343"	-0.49	0.65	0.84
"1344"	-0.49	0.66	0.83
"1345"	-0.49	0.67	0.82
"1346"	-0.49	0.68	0.81
"1347"	-0.49	0.69	0.8
"1348"	-0.49	0.7	0.79
"1349"	-0.49	0.71	0.78
"1350"	-0.49	0.72	0.77
"1351"	-0.49	0.73	0.76
"1352"	-0.49	0.74	0.75
"1353"	-0.49	0.75	0.74
"1354"	-0.49	0.76	0.73
"1355"	-0.49	0.77	0.72
"1356"	-0.49	0.78	0.71
"1357"	-0.49	0.79	0.7
"1358"	-0.49	0.8	0.69
"1359"	-0.49	0.81	0.68
"1360"	-0.49	0.82	0.67
"1361"	-0.49	0.83	0.66
"1362"	-0.49	0.84	0.65
"1363"	-0.49	0.85	0.64
"1364"	-0.49	0.86	0.63
"1365"	-0.49	0.87	0.62
"1366"	-0.49	0.88	0.61
"1367"	-0.49	0.89	0.6
"1368"	-0.49	0.9	0.59
"1369"	-0.49	0.91	0.58
"1370"	-0.49	0.92	0.57
"1371"	-0.49	0.93	0.56
"1372"	-0.49	0.94	0.55
"1373"	-0.49	0.95	0.54
"1374"	-0.49	0.96	0.53
"1375"	-0.49	0.97	0.52
"1376"	-0.49	0.98	0.51
"1377"	-0.49	0.99	0.5
"1378"	-0.49	1	0.49
"1379"	-0.48	0.48	1
"1380"	-0.48	0.49	0.99
"1381"	-0.48	0.5	0.98
"1382"	-0.48	0.51	0.97
"1383"	-0.48	0.52	0.96
"1384"	-0.48	0.53	0.95
"1385"	-0.48	0.54	0.94
"1386"	-0.48	0.55	0.93
"1387"	-0.48	0.56	0.92
"1388"	-0.48	0.57	0.91
"1389"	-0.48	0.58	0.9
"1390"	-0.48	0.59	0.89
"1391"	-0.48	0.6	0.88
"1392"	-0.48	0.61	0.87
"1393"	-0.48	0.62	0.86
"1394"	-0.48	0.63	0.85
"1395"	-0.48	0.64	0.84
"1396"	-0.48	0.65	0.83
"1397"	-0.48	0.66	0.82
"1398"	-0.48	0.67	0.81
"1399"	-0.48	0.68	0.8
"1400"	-0.48	0.69	0.79
"1401"	-0.48	0.7	0.78
"1402"	-0.48	0.71	0.77
"1403"	-0.48	0.72	0.76
"1404"	-0.48	0.73	0.75
"1405"	-0.48	0.74	0.74
"1406"	-0.48	0.75	0.73
"1407"	-0.48	0.76	0.72
"1408"	-0.48	0.77	0.71
"1409"	-0.48	0.78	0.7
"1410"	-0.48	0.79	0.69
"1411"	-0.48	0.8	0.68
"1412"	-0.48	0.81	0.67
"1413"	-0.48	0.82	0.66
"1414"	-0.48	0.83	0.65
"1415"	-0.48	0.84	0.64
"1416"	-0.48	0.85	0.63
"1417"	-0.48	0.86	0.62
"1418"	-0.48	0.87	0.61
"1419"	-0.48	0.88	0.6
"1420"	-0.48	0.89	0.59
"1421"	-0.48	0.9	0.58
"1422"	-0.48	0.91	0.57
"1423"	-0.48	0.92	0.56
"1424"	-0.48	0.93	0.55
"1425"	-0.48	0.94	0.54
"1426"	-0.48	0.95	0.53
"1427"	-0.48	0.96	0.52
"1428"	-0.48	0.97	0.51
"1429"	-0.48	0.98	0.5
"1430"	-0.48	0.99	0.49
"1431"	-0.48	1	0.48
"1432"	-0.47	0.47	1
"1433"	-0.47	0.48	0.99
"1434"	-0.47	0.49	0.98
"1435"	-0.47	0.5	0.97
"1436"	-0.47	0.51	0.96
"1437"	-0.47	0.52	0.95
"1438"	-0.47	0.53	0.94
"1439"	-0.47	0.54	0.93
"1440"	-0.47	0.55	0.92
"1441"	-0.47	0.56	0.91
"1442"	-0.47	0.57	0.9
"1443"	-0.47	0.58	0.89
"1444"	-0.47	0.59	0.88
"1445"	-0.47	0.6	0.87
"1446"	-0.47	0.61	0.86
"1447"	-0.47	0.62	0.85
"1448"	-0.47	0.63	0.84
"1449"	-0.47	0.64	0.83
"1450"	-0.47	0.65	0.82
"1451"	-0.47	0.66	0.81
"1452"	-0.47	0.67	0.8
"1453"	-0.47	0.68	0.79
"1454"	-0.47	0.69	0.78
"1455"	-0.47	0.7	0.77
"1456"	-0.47	0.71	0.76
"1457"	-0.47	0.72	0.75
"1458"	-0.47	0.73	0.74
"1459"	-0.47	0.74	0.73
"1460"	-0.47	0.75	0.72
"1461"	-0.47	0.76	0.71
"1462"	-0.47	0.77	0.7
"1463"	-0.47	0.78	0.69
"1464"	-0.47	0.79	0.68
"1465"	-0.47	0.8	0.67
"1466"	-0.47	0.81	0.66
"1467"	-0.47	0.82	0.65
"1468"	-0.47	0.83	0.64
"1469"	-0.47	0.84	0.63
"1470"	-0.47	0.85	0.62
"1471"	-0.47	0.86	0.61
"1472"	-0.47	0.87	0.6
"1473"	-0.47	0.88	0.59
"1474"	-0.47	0.89	0.58
"1475"	-0.47	0.9	0.57
"1476"	-0.47	0.91	0.56
"1477"	-0.47	0.92	0.55
"1478"	-0.47	0.93	0.54
"1479"	-0.47	0.94	0.53
"1480"	-0.47	0.95	0.52
"1481"	-0.47	0.96	0.51
"1482"	-0.47	0.97	0.5
"1483"	-0.47	0.98	0.49
"1484"	-0.47	0.99	0.48
"1485"	-0.47	1	0.47
"1486"	-0.46	0.46	1
"1487"	-0.46	0.47	0.99
"1488"	-0.46	0.48	0.98
"1489"	-0.46	0.49	0.97
"1490"	-0.46	0.5	0.96
"1491"	-0.46	0.51	0.95
"1492"	-0.46	0.52	0.94
"1493"	-0.46	0.53	0.93
"1494"	-0.46	0.54	0.92
"1495"	-0.46	0.55	0.91
"1496"	-0.46	0.56	0.9
"1497"	-0.46	0.57	0.89
"1498"	-0.46	0.58	0.88
"1499"	-0.46	0.59	0.87
"1500"	-0.46	0.6	0.86
"1501"	-0.46	0.61	0.85
"1502"	-0.46	0.62	0.84
"1503"	-0.46	0.63	0.83
"1504"	-0.46	0.64	0.82
"1505"	-0.46	0.65	0.81
"1506"	-0.46	0.66	0.8
"1507"	-0.46	0.67	0.79
"1508"	-0.46	0.68	0.78
"1509"	-0.46	0.69	0.77
"1510"	-0.46	0.7	0.76
"1511"	-0.46	0.71	0.75
"1512"	-0.46	0.72	0.74
"1513"	-0.46	0.73	0.73
"1514"	-0.46	0.74	0.72
"1515"	-0.46	0.75	0.71
"1516"	-0.46	0.76	0.7
"1517"	-0.46	0.77	0.69
"1518"	-0.46	0.78	0.68
"1519"	-0.46	0.79	0.67
"1520"	-0.46	0.8	0.66
"1521"	-0.46	0.81	0.65
"1522"	-0.46	0.82	0.64
"1523"	-0.46	0.83	0.63
"1524"	-0.46	0.84	0.62
"1525"	-0.46	0.85	0.61
"1526"	-0.46	0.86	0.6
"1527"	-0.46	0.87	0.59
"1528"	-0.46	0.88	0.58
"1529"	-0.46	0.89	0.57
"1530"	-0.46	0.9	0.56
"1531"	-0.46	0.91	0.55
"1532"	-0.46	0.92	0.54
"1533"	-0.46	0.93	0.53
"1534"	-0.46	0.94	0.52
"1535"	-0.46	0.95	0.51
"1536"	-0.46	0.96	0.5
"1537"	-0.46	0.97	0.49
"1538"	-0.46	0.98	0.48
"1539"	-0.46	0.99	0.47
"1540"	-0.46	1	0.46
"1541"	-0.45	0.45	1
"1542"	-0.45	0.46	0.99
"1543"	-0.45	0.47	0.98
"1544"	-0.45	0.48	0.97
"1545"	-0.45	0.49	0.96
"1546"	-0.45	0.5	0.95
"1547"	-0.45	0.51	0.94
"1548"	-0.45	0.52	0.93
"1549"	-0.45	0.53	0.92
"1550"	-0.45	0.54	0.91
"1551"	-0.45	0.55	0.9
"1552"	-0.45	0.56	0.89
"1553"	-0.45	0.57	0.88
"1554"	-0.45	0.58	0.87
"1555"	-0.45	0.59	0.86
"1556"	-0.45	0.6	0.85
"1557"	-0.45	0.61	0.84
"1558"	-0.45	0.62	0.83
"1559"	-0.45	0.63	0.82
"1560"	-0.45	0.64	0.81
"1561"	-0.45	0.65	0.8
"1562"	-0.45	0.66	0.79
"1563"	-0.45	0.67	0.78
"1564"	-0.45	0.68	0.77
"1565"	-0.45	0.69	0.76
"1566"	-0.45	0.7	0.75
"1567"	-0.45	0.71	0.74
"1568"	-0.45	0.72	0.73
"1569"	-0.45	0.73	0.72
"1570"	-0.45	0.74	0.71
"1571"	-0.45	0.75	0.7
"1572"	-0.45	0.76	0.69
"1573"	-0.45	0.77	0.68
"1574"	-0.45	0.78	0.67
"1575"	-0.45	0.79	0.66
"1576"	-0.45	0.8	0.65
"1577"	-0.45	0.81	0.64
"1578"	-0.45	0.82	0.63
"1579"	-0.45	0.83	0.62
"1580"	-0.45	0.84	0.61
"1581"	-0.45	0.85	0.6
"1582"	-0.45	0.86	0.59
"1583"	-0.45	0.87	0.58
"1584"	-0.45	0.88	0.57
"1585"	-0.45	0.89	0.56
"1586"	-0.45	0.9	0.55
"1587"	-0.45	0.91	0.54
"1588"	-0.45	0.92	0.53
"1589"	-0.45	0.93	0.52
"1590"	-0.45	0.94	0.51
"1591"	-0.45	0.95	0.5
"1592"	-0.45	0.96	0.49
"1593"	-0.45	0.97	0.48
"1594"	-0.45	0.98	0.47
"1595"	-0.45	0.99	0.46
"1596"	-0.45	1	0.45
"1597"	-0.44	0.44	1
"1598"	-0.44	0.45	0.99
"1599"	-0.44	0.46	0.98
"1600"	-0.44	0.47	0.97
"1601"	-0.44	0.48	0.96
"1602"	-0.44	0.49	0.95
"1603"	-0.44	0.5	0.94
"1604"	-0.44	0.51	0.93
"1605"	-0.44	0.52	0.92
"1606"	-0.44	0.53	0.91
"1607"	-0.44	0.54	0.9
"1608"	-0.44	0.55	0.89
"1609"	-0.44	0.56	0.88
"1610"	-0.44	0.57	0.87
"1611"	-0.44	0.58	0.86
"1612"	-0.44	0.59	0.85
"1613"	-0.44	0.6	0.84
"1614"	-0.44	0.61	0.83
"1615"	-0.44	0.62	0.82
"1616"	-0.44	0.63	0.81
"1617"	-0.44	0.64	0.8
